,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted,cut_n,clarity_n
796,0.51,3-Very Good,4-G,6-VVS2,63.5,55.0,5.09,5.05,3.22,3,2352.633831949223,2,5
797,1.01,3-Very Good,5-F,4-VS2,63.5,58.0,6.35,6.32,4.02,4,5558.555389133451,2,3
798,0.71,5-Ideal,3-H,5-VS1,61.7,55.0,5.73,5.75,3.54,2,3664.658228651249,4,4
799,1.03,5-Ideal,7-D,3-SI1,62.4,57.0,6.47,6.44,4.03,6,5315.433503622879,4,2
800,0.84,3-Very Good,5-F,6-VVS2,60.4,62.0,6.1,6.15,3.7,4,5332.21146008064,2,5
801,0.76,4-Premium,6-E,2-SI2,60.8,57.0,5.89,5.85,3.57,5,2681.915901807411,3,1
802,1.03,4-Premium,1-J,5-VS1,61.8,58.0,6.51,6.41,3.99,0,6334.282550547616,3,4
803,0.54,5-Ideal,6-E,3-SI1,61.3,56.0,5.22,5.25,3.21,5,1294.5350133934735,4,2
804,0.46,5-Ideal,6-E,5-VS1,60.3,56.0,5.02,5.06,3.04,5,1672.498277932992,4,4
805,1.04,5-Ideal,3-H,2-SI2,62.0,57.0,6.53,6.43,4.02,2,4939.160299136409,4,1
806,0.3,5-Ideal,7-D,4-VS2,61.5,55.0,4.35,4.3,2.66,6,-238.92316163603755,4,3
807,1.14,5-Ideal,3-H,4-VS2,61.1,57.0,6.71,6.78,4.12,2,6815.693209965597,4,3
808,0.32,4-Premium,7-D,4-VS2,58.8,59.0,4.52,4.49,2.65,6,119.31650969051907,3,3
809,1.0,4-Premium,3-H,3-SI1,61.5,58.0,6.37,6.45,3.94,2,5128.141931406168,3,2
810,0.32,4-Premium,2-I,7-VVS1,60.1,61.0,4.45,4.4,2.66,1,1492.0043312895696,3,6
811,0.41,2-Good,5-F,1-I1,63.8,57.0,4.72,4.69,3.0,4,-946.0914569115798,1,0
812,0.32,5-Ideal,2-I,7-VVS1,61.7,55.0,4.39,4.4,2.71,1,1378.8510594437112,4,6
813,0.9,5-Ideal,4-G,5-VS1,61.6,55.0,6.27,6.23,3.85,3,5261.018796464987,4,4
814,0.7,4-Premium,5-F,3-SI1,59.4,60.0,5.77,5.74,3.42,4,2767.2527244037947,3,2
815,0.3,3-Very Good,7-D,3-SI1,58.8,57.0,4.4,4.44,2.6,6,-536.1853003874221,2,2
816,0.31,4-Premium,3-H,7-VVS1,61.9,58.0,4.34,4.32,2.68,2,1281.0601379196437,3,6
817,0.71,4-Premium,7-D,3-SI1,61.3,58.0,5.73,5.75,3.52,6,2716.529976630174,3,2
818,0.7,3-Very Good,6-E,2-SI2,62.0,60.0,5.67,5.72,3.53,5,2095.1703726630053,2,1
819,0.32,5-Ideal,4-G,7-VVS1,61.7,56.0,4.37,4.41,2.71,3,1378.8510594437112,4,6
820,0.91,4-Premium,5-F,2-SI2,60.8,59.0,6.28,6.25,3.81,4,3936.6173399574413,3,1
821,0.91,5-Ideal,6-E,3-SI1,61.2,58.0,6.24,6.3,3.84,5,4396.537306987248,4,2
822,1.5,4-Premium,6-E,5-VS1,62.5,58.0,7.28,7.21,4.53,5,10216.175833651814,3,4
823,0.9,5-Ideal,3-H,2-SI2,62.1,55.0,6.17,6.2,3.84,2,3761.033544039347,4,1
824,0.77,3-Very Good,7-D,3-SI1,62.1,58.0,5.84,5.89,3.64,6,3161.833915967258,2,2
825,0.43,4-Premium,5-F,4-VS2,61.0,57.0,4.87,4.84,2.96,4,883.8451488791529,3,3
826,0.32,5-Ideal,2-I,6-VVS2,62.0,54.9,4.36,4.39,2.71,1,869.4265359813426,4,5
827,0.6,5-Ideal,4-G,6-VVS2,61.4,59.0,5.37,5.41,3.31,3,3253.9683641369297,4,5
828,1.72,2-Good,1-J,2-SI2,63.2,57.0,7.56,7.6,4.79,0,10542.275198198819,1,1
829,0.32,4-Premium,1-J,5-VS1,61.9,58.0,4.39,4.33,2.7,0,388.29033048043857,3,4
830,1.23,5-Ideal,1-J,3-SI1,63.1,58.0,6.8,6.74,4.27,0,6938.864198057023,4,2
831,1.67,5-Ideal,3-H,3-SI1,61.6,55.0,7.68,7.62,4.71,2,10725.40294231927,4,2
832,0.4,2-Good,6-E,3-SI1,63.5,55.0,4.67,4.71,2.98,5,-32.10541100127648,1,2
833,0.41,5-Ideal,5-F,5-VS1,60.6,57.0,4.84,4.79,2.92,4,1233.0482267452157,4,4
834,1.24,2-Good,4-G,4-VS2,61.3,57.0,6.78,6.88,4.19,3,7638.016676418218,1,3
835,0.41,3-Very Good,3-H,4-VS2,60.0,57.0,4.92,4.88,2.94,2,787.2724186961432,2,3
836,0.32,3-Very Good,2-I,4-VS2,63.0,55.0,4.34,4.39,2.75,1,-177.71082890485877,2,3
837,0.37,3-Very Good,6-E,4-VS2,61.8,59.0,4.56,4.6,2.83,5,325.3879376962118,2,3
838,1.01,2-Good,5-F,4-VS2,60.6,62.0,6.52,6.49,3.94,4,5763.645694354069,1,3
839,1.18,5-Ideal,5-F,7-VVS1,61.5,55.6,6.79,6.83,4.19,4,8586.616797151286,4,6
840,0.32,2-Good,5-F,3-SI1,63.2,55.0,4.37,4.4,2.77,4,-680.063272876861,1,2
841,0.75,5-Ideal,2-I,5-VS1,61.1,59.0,5.85,5.87,3.58,1,4041.677755766788,4,4
842,0.3,3-Very Good,4-G,6-VVS2,61.6,56.0,4.27,4.3,2.64,3,730.4213288561364,2,5
843,0.7,3-Very Good,7-D,5-VS1,61.6,58.0,5.67,5.73,3.51,6,3588.08354559828,2,4
844,1.06,3-Very Good,2-I,5-VS1,58.5,58.3,6.66,6.79,3.94,1,6818.6014613597035,2,4
845,1.08,4-Premium,6-E,2-SI2,60.8,59.0,6.57,6.62,4.01,5,5358.612303194142,3,1
846,0.26,5-Ideal,4-G,8-IF,61.7,54.0,4.15,4.18,2.57,3,1365.1787691749691,4,7
847,0.3,3-Very Good,3-H,7-VVS1,63.3,59.0,4.28,4.22,2.69,2,1098.4042625111829,2,6
848,0.72,5-Ideal,5-F,2-SI2,61.9,54.0,5.83,5.73,3.57,4,2269.535977240042,4,1
849,0.38,5-Ideal,7-D,5-VS1,62.2,57.0,4.66,4.63,2.89,6,868.9546672693523,4,4
850,0.81,4-Premium,5-F,3-SI1,61.9,58.0,5.99,5.96,3.7,4,3510.565125121331,3,2
851,1.47,3-Very Good,3-H,2-SI2,59.1,56.0,7.46,7.51,4.42,2,8741.061393720445,2,1
852,1.01,2-Good,5-F,2-SI2,62.5,59.0,6.31,6.37,3.96,4,4652.859614054572,1,1
853,1.24,1-Fair,4-G,2-SI2,65.7,57.0,6.72,6.68,4.4,3,6350.428608859567,0,1
854,0.72,3-Very Good,4-G,2-SI2,62.5,56.0,5.68,5.71,3.56,3,2227.1035002978456,2,1
855,0.51,5-Ideal,5-F,5-VS1,60.4,56.0,5.18,5.21,3.14,4,2083.660011159302,4,4
856,0.33,5-Ideal,1-J,7-VVS1,62.1,54.0,4.45,4.47,2.77,0,1434.2095040255826,4,6
857,2.03,5-Ideal,4-G,3-SI1,60.0,55.8,8.17,8.3,4.95,3,13849.8396657252,4,2
858,0.39,3-Very Good,1-J,7-VVS1,57.8,59.0,4.85,4.9,2.82,0,2240.1894973713383,2,6
859,0.3,3-Very Good,4-G,4-VS2,60.8,61.0,4.31,4.34,2.63,3,-189.41860520347473,2,3
860,0.55,5-Ideal,7-D,4-VS2,58.5,58.0,5.42,5.39,3.16,6,2064.4082866583303,4,3
861,1.0,4-Premium,6-E,1-I1,62.3,58.0,6.38,6.33,3.96,5,4095.148725500698,3,0
862,2.0,2-Good,2-I,4-VS2,63.6,60.0,8.03,7.95,5.08,1,13832.512801433284,1,3
863,1.0,2-Good,7-D,3-SI1,63.8,53.0,6.35,6.4,4.07,6,4965.4841031277465,1,2
864,0.32,5-Ideal,1-J,5-VS1,62.0,54.7,4.39,4.42,2.73,0,381.2182509900722,4,4
865,0.4,4-Premium,4-G,5-VS1,60.7,58.0,4.81,4.78,2.91,3,1142.329384711515,3,4
866,1.01,2-Good,7-D,3-SI1,64.1,60.0,6.3,6.27,4.03,6,5027.914627199985,1,2
867,0.3,3-Very Good,3-H,3-SI1,63.0,54.0,4.27,4.3,2.7,2,-833.2126389828,2,2
868,0.7,3-Very Good,3-H,3-SI1,58.5,65.0,5.81,5.84,3.41,2,2830.9014398170902,2,2
869,0.71,3-Very Good,6-E,7-VVS1,62.8,59.0,5.66,5.71,3.57,5,4563.281924239764,2,6
870,0.83,5-Ideal,6-E,3-SI1,61.5,55.0,6.05,6.08,3.73,5,3706.1469681694653,4,2
871,0.31,5-Ideal,2-I,7-VVS1,62.1,56.0,4.38,4.35,2.71,1,1266.9159789389118,4,6
872,0.71,4-Premium,6-E,4-VS2,62.1,59.0,5.68,5.72,3.54,5,3148.1616256985153,3,3
873,0.91,3-Very Good,3-H,5-VS1,62.7,63.0,6.1,6.03,3.8,2,5266.8726846142945,2,4
874,0.9,4-Premium,4-G,4-VS2,62.0,60.0,6.19,6.14,3.82,3,4744.522193512254,3,3
875,0.41,4-Premium,4-G,5-VS1,61.9,60.0,4.76,4.7,2.93,3,1141.1111933704565,3,4
876,0.41,4-Premium,5-F,6-VVS2,60.1,59.0,4.79,4.82,2.89,4,1756.616909188317,3,5
877,0.7,3-Very Good,5-F,3-SI1,59.2,60.0,5.77,5.79,3.42,4,2781.3968833845274,2,2
878,1.02,5-Ideal,2-I,4-VS2,62.7,56.0,6.37,6.43,4.01,1,5698.778787599715,4,3
879,0.71,5-Ideal,4-G,2-SI2,61.5,55.0,5.74,5.78,3.54,3,2214.1775326581715,4,1
880,0.51,5-Ideal,7-D,4-VS2,62.7,55.0,5.12,5.09,3.2,6,1432.793897889611,4,3
881,1.03,5-Ideal,4-G,6-VVS2,61.6,56.0,6.48,6.5,4.0,3,6836.634994519618,4,5
882,0.9,3-Very Good,4-G,7-VVS1,62.3,58.0,6.14,6.21,3.85,3,6187.9308100149665,2,6
883,0.3,5-Ideal,7-D,4-VS2,61.1,56.0,4.36,4.32,2.65,6,-210.63484367457295,4,3
884,1.05,3-Very Good,4-G,4-VS2,61.7,55.0,6.5,6.56,4.03,3,6020.439870133381,2,3
885,1.3,5-Ideal,3-H,6-VVS2,61.5,55.0,7.07,7.03,4.34,2,9102.169662680039,4,5
886,0.36,5-Ideal,4-G,7-VVS1,62.8,57.0,4.55,4.52,2.85,3,1635.6452352230258,4,6
887,0.51,3-Very Good,4-G,7-VVS1,62.9,57.0,5.08,5.12,3.21,3,2883.2745938826897,2,6
888,1.08,3-Very Good,1-J,2-SI2,63.2,59.0,6.57,6.4,4.1,0,5188.882395425357,2,1
889,2.2,4-Premium,2-I,4-VS2,62.0,57.0,8.38,8.34,5.18,1,15618.60132414585,3,3
890,0.3,5-Ideal,5-F,8-IF,62.1,57.0,4.29,4.31,2.67,4,1671.4775013868466,4,7
891,0.3,3-Very Good,6-E,6-VVS2,62.9,55.0,4.25,4.27,2.68,5,638.4842954813771,2,5
892,1.46,4-Premium,7-D,2-SI2,62.0,55.0,7.32,7.23,4.51,6,8452.324325956492,3,1
893,0.54,5-Ideal,4-G,5-VS1,60.1,57.0,5.29,5.31,3.18,3,2355.8165372604067,4,4
894,0.58,3-Very Good,6-E,3-SI1,59.6,57.0,5.41,5.42,3.23,5,1749.347414903038,2,2
895,2.01,4-Premium,2-I,3-SI1,61.3,60.0,8.09,8.05,4.95,1,13590.609107263768,3,2
896,0.43,3-Very Good,7-D,3-SI1,62.9,56.0,4.78,4.83,3.02,6,261.26735357092593,2,2
897,2.3,5-Ideal,3-H,2-SI2,61.6,56.0,8.48,8.52,5.24,2,15506.940697558128,4,1
898,0.91,4-Premium,2-I,5-VS1,61.9,57.0,6.24,6.19,3.85,1,5323.449320537224,3,4
899,0.4,5-Ideal,5-F,2-SI2,62.0,57.0,4.7,4.72,2.92,4,-414.2325036370553,4,1
900,1.0,5-Ideal,6-E,3-SI1,61.6,57.0,6.37,6.45,3.95,5,5121.069851915801,4,2
901,0.41,4-Premium,4-G,4-VS2,61.9,59.0,4.77,4.73,2.94,3,652.9029083791866,3,3
902,0.35,5-Ideal,3-H,7-VVS1,60.5,57.0,4.58,4.59,2.77,2,1714.656300958111,4,6
903,1.1,3-Very Good,4-G,8-IF,60.5,55.0,6.77,6.71,4.08,3,8476.371776699532,2,7
904,0.3,4-Premium,4-G,3-SI1,62.5,61.0,4.29,4.26,2.67,3,-797.852241530969,3,2
905,0.31,5-Ideal,4-G,6-VVS2,60.8,56.0,4.41,4.44,2.69,3,870.6447273224007,4,5
906,0.94,4-Premium,5-F,2-SI2,62.4,58.0,6.23,6.17,3.87,4,4074.4043557415894,3,1
907,0.72,2-Good,4-G,2-SI2,63.7,59.0,5.74,5.65,3.63,3,2142.238546413452,1,1
908,0.7,3-Very Good,5-F,3-SI1,60.6,60.0,5.71,5.75,3.47,4,2682.387770519401,2,2
909,0.24,5-Ideal,3-H,4-VS2,61.1,56.0,3.99,4.03,2.45,2,-712.5154189345851,4,3
910,0.57,3-Very Good,6-E,4-VS2,59.5,56.0,5.45,5.47,3.25,5,2160.9810168413396,2,3
911,0.71,4-Premium,2-I,3-SI1,61.7,56.0,5.73,5.71,3.53,1,2688.2416586687086,3,2
912,0.79,5-Ideal,3-H,6-VVS2,62.0,55.9,5.88,5.95,3.67,2,4800.824375518105,4,5
913,0.3,4-Premium,4-G,5-VS1,59.6,59.0,4.38,4.34,2.6,3,383.654633672189,3,4
914,0.52,4-Premium,6-E,4-VS2,61.6,59.0,5.16,5.14,3.17,5,1594.2335348269744,3,3
915,1.22,3-Very Good,5-F,6-VVS2,60.7,62.0,6.81,6.84,4.14,4,8489.572198256285,2,5
916,1.0,2-Good,7-D,3-SI1,64.9,53.0,6.27,6.3,4.08,6,4887.691228733718,1,2
917,0.3,2-Good,3-H,7-VVS1,63.4,57.0,4.27,4.31,2.72,2,1091.3321830208165,1,6
918,0.3,2-Good,6-E,4-VS2,64.2,57.0,4.24,4.13,2.69,5,-429.86930787592337,1,3
919,0.51,4-Premium,6-E,4-VS2,60.5,56.0,5.24,5.18,3.15,5,1588.3796466776657,3,3
920,1.22,5-Ideal,3-H,6-VVS2,62.7,54.0,6.77,6.83,4.27,2,8348.13060844896,4,5
921,0.56,5-Ideal,7-D,4-VS2,61.2,56.0,5.3,5.35,3.26,6,1957.1089029617806,4,3
922,0.53,5-Ideal,6-E,4-VS2,61.4,56.0,5.18,5.25,3.2,5,1692.0244563510423,4,3
923,0.58,5-Ideal,6-E,4-VS2,61.8,57.0,5.32,5.36,3.3,5,2081.9699511062536,4,3
924,0.73,4-Premium,2-I,5-VS1,61.2,59.0,5.84,5.82,3.57,1,3867.3121511897502,3,4
925,1.13,5-Ideal,5-F,1-I1,62.2,55.0,6.68,6.63,4.14,4,5189.628718054422,4,0
926,0.7,3-Very Good,5-F,5-VS1,60.5,57.0,5.77,5.8,3.5,4,3665.8764199923075,2,4
927,0.59,5-Ideal,7-D,8-IF,60.7,58.0,5.45,5.49,3.32,6,4196.242728008698,4,7
928,0.5,5-Ideal,4-G,7-VVS1,62.2,55.0,5.09,5.11,3.17,3,2849.1323877719174,4,6
929,1.07,3-Very Good,4-G,6-VVS2,62.8,57.0,6.46,6.56,4.09,3,7086.357090808566,2,5
930,0.42,5-Ideal,4-G,6-VVS2,62.1,57.0,4.8,4.77,2.97,3,1698.8220819243306,4,5
931,0.27,5-Ideal,4-G,5-VS1,62.3,53.0,4.16,4.19,2.6,3,-58.23180019770189,4,4
932,1.51,4-Premium,3-H,5-VS1,61.0,60.0,7.29,7.34,4.46,2,10405.903788550642,3,4
933,1.33,4-Premium,4-G,2-SI2,59.2,62.0,7.22,7.16,4.26,3,7562.934638623385,3,1
934,0.53,5-Ideal,4-G,7-VVS1,61.4,57.0,5.18,5.21,3.19,3,3156.649311324853,4,6
935,0.43,5-Ideal,5-F,6-VVS2,61.9,56.0,4.84,4.82,2.99,4,1796.6130034483976,4,5
936,0.4,4-Premium,4-G,5-VS1,61.3,60.0,4.71,4.66,2.87,3,1099.8969077693187,3,4
937,0.9,3-Very Good,5-F,2-SI2,62.0,59.0,6.2,6.1,3.81,4,3768.1056235297124,2,1
938,2.07,1-Fair,7-D,2-SI2,64.5,60.0,7.99,7.88,5.12,6,13377.974853840793,0,1
939,1.51,4-Premium,4-G,4-VS2,59.2,61.0,7.48,7.44,4.42,3,10044.992934385962,3,3
940,0.32,5-Ideal,5-F,3-SI1,61.6,55.0,4.41,4.45,2.73,4,-566.9100010310035,4,2
941,0.5,4-Premium,6-E,3-SI1,62.3,60.0,5.16,5.08,3.19,5,889.2271683164709,3,2
942,0.9,2-Good,4-G,5-VS1,61.0,62.0,6.16,6.24,3.78,3,5303.451273407185,1,4
943,0.71,1-Fair,7-D,3-SI1,66.3,56.0,5.61,5.49,3.68,6,2362.926002111868,0,2
944,1.21,2-Good,3-H,3-SI1,63.8,64.0,6.72,6.63,4.26,2,6722.066116537788,1,2
945,0.32,4-Premium,6-E,3-SI1,62.2,58.0,4.39,4.36,2.72,5,-609.3424779732,3,2
946,0.7,3-Very Good,5-F,4-VS2,61.7,63.0,5.61,5.64,3.47,4,3092.803181116644,2,3
947,0.42,5-Ideal,6-E,5-VS1,61.6,57.0,4.8,4.84,2.97,5,1245.9741943848903,4,4
948,0.92,3-Very Good,4-G,2-SI2,59.4,62.0,6.34,6.36,3.77,3,4119.2732153659035,2,1
949,1.0,4-Premium,3-H,2-SI2,60.0,62.0,6.53,6.51,3.91,2,4746.014838770388,3,1
950,1.09,5-Ideal,2-I,4-VS2,61.8,57.0,6.55,6.59,4.06,1,6347.954840816359,4,3
951,0.56,4-Premium,2-I,7-VVS1,60.6,59.0,5.29,5.33,3.22,1,3464.1662348777877,3,6
952,1.01,1-Fair,6-E,4-VS2,66.6,55.0,6.27,6.2,4.15,5,5339.320924932103,0,3
953,2.02,4-Premium,1-J,4-VS2,62.0,59.0,8.06,8.08,5.0,0,14112.959598365815,3,3
954,0.3,3-Very Good,6-E,2-SI2,58.8,60.0,4.39,4.42,2.59,5,-1024.393585378692,2,1
955,1.03,3-Very Good,7-D,2-SI2,61.3,61.0,6.46,6.49,3.97,6,4905.018093025636,2,1
956,0.62,4-Premium,4-G,4-VS2,61.1,59.0,5.56,5.5,3.38,3,2466.061557712158,3,3
957,0.83,2-Good,1-J,3-SI1,63.8,58.0,5.97,5.95,3.8,0,3543.489139891045,1,2
958,0.9,4-Premium,5-F,2-SI2,58.9,59.0,6.31,6.26,3.7,4,3987.340087731063,3,1
959,2.04,3-Very Good,2-I,3-SI1,63.1,58.0,8.06,7.99,5.06,1,13714.251964067185,2,2
960,0.9,2-Good,7-D,2-SI2,63.8,58.0,6.13,6.09,3.9,6,3640.808192703123,1,1
961,1.11,5-Ideal,3-H,3-SI1,61.6,56.0,6.69,6.73,4.07,2,6041.184239892491,4,2
962,0.51,5-Ideal,5-F,7-VVS1,61.4,56.0,5.15,5.17,3.17,4,2989.3557862381817,4,6
963,0.28,2-Good,5-F,6-VVS2,64.9,57.0,4.13,4.16,2.69,4,329.74918058738376,1,5
964,0.52,3-Very Good,6-E,4-VS2,62.5,56.0,5.15,5.18,3.23,5,1530.5848194136797,2,3
965,1.2,5-Ideal,5-F,4-VS2,62.3,56.0,6.82,6.79,4.24,4,7232.708831341217,4,3
966,0.29,5-Ideal,5-F,4-VS2,61.6,56.0,4.28,4.32,2.65,4,-329.64200366973955,4,3
967,1.52,3-Very Good,2-I,4-VS2,63.3,61.0,7.27,7.23,4.59,1,9838.684437824286,2,3
968,1.01,2-Good,7-D,3-SI1,63.1,60.0,6.32,6.39,4.01,6,5098.635422103645,1,2
969,1.2,5-Ideal,5-F,3-SI1,61.5,53.0,6.87,6.9,4.24,4,6801.077182272875,4,2
970,0.5,5-Ideal,5-F,6-VVS2,62.2,54.0,5.07,5.12,3.17,4,2360.924102780647,4,5
971,0.35,5-Ideal,6-E,4-VS2,61.6,56.0,4.54,4.52,2.79,5,172.23857159027284,4,3
972,0.53,5-Ideal,6-E,4-VS2,61.5,56.0,5.18,5.23,3.2,5,1684.952376860676,4,3
973,0.55,5-Ideal,5-F,4-VS2,60.9,57.0,5.3,5.34,3.24,4,1894.6783788895436,4,3
974,2.07,5-Ideal,1-J,6-VVS2,62.7,54.0,8.17,8.12,5.11,0,15458.105424632466,4,5
975,2.01,4-Premium,6-E,2-SI2,58.7,54.0,8.27,8.2,4.83,5,13286.274889022015,3,1
976,0.3,3-Very Good,7-D,2-SI2,61.8,58.0,4.29,4.32,2.66,6,-1236.555970089676,2,1
977,0.74,5-Ideal,4-G,6-VVS2,60.9,58.0,5.85,5.88,3.57,3,4460.383437195456,4,5
978,1.02,3-Very Good,4-G,3-SI1,63.0,55.0,6.4,6.45,4.05,3,5189.354264137346,2,2
979,2.0,4-Premium,2-I,5-VS1,61.1,58.0,8.08,8.11,4.95,1,14497.523073683707,3,4
980,1.51,4-Premium,1-J,6-VVS2,62.6,59.0,7.33,7.31,4.58,0,10780.958801696053,3,5
981,0.3,5-Ideal,5-F,3-SI1,60.6,57.0,4.34,4.37,2.64,4,-663.4827312140133,4,2
982,0.57,5-Ideal,6-E,5-VS1,61.0,56.0,5.38,5.4,3.29,5,2543.1081094771175,4,4
983,2.15,5-Ideal,2-I,3-SI1,62.5,57.0,8.2,8.16,5.11,1,14676.798828986071,4,2
984,0.97,4-Premium,5-F,2-SI2,61.9,58.0,6.31,6.35,3.92,4,4360.705040823426,3,1
985,1.2,4-Premium,7-D,2-SI2,62.0,58.0,6.84,6.77,4.22,6,6277.508499829773,3,1
986,0.26,5-Ideal,4-G,3-SI1,62.2,54.0,4.11,4.12,2.56,3,-1111.2230532332119,4,2
987,1.51,4-Premium,4-G,4-VS2,62.5,59.0,7.34,7.28,4.57,3,9811.61431120388,3,3
988,0.31,5-Ideal,6-E,4-VS2,60.5,56.0,4.41,4.38,2.66,5,-84.55560418904133,4,3
989,0.79,4-Premium,3-H,2-SI2,62.8,57.0,5.91,5.88,3.7,2,2791.4145996300954,3,1
990,0.77,4-Premium,4-G,2-SI2,61.2,58.0,5.99,5.96,3.64,3,2737.2743463892825,3,1
991,0.57,2-Good,5-F,5-VS1,60.0,61.0,5.35,5.38,3.22,4,2613.8289043807786,1,4
992,0.27,5-Ideal,4-G,6-VVS2,62.8,56.0,4.12,4.16,2.6,3,394.6160873417375,4,5
993,0.52,5-Ideal,4-G,6-VVS2,61.0,56.0,5.24,5.18,3.18,3,2613.082581751712,4,5
994,0.43,5-Ideal,4-G,8-IF,61.2,57.0,4.81,4.86,2.96,3,2822.5341298635008,4,7
995,0.6,5-Ideal,4-G,6-VVS2,62.0,57.0,5.41,5.46,3.37,3,3211.5358871947324,4,5
996,0.36,4-Premium,7-D,2-SI2,61.5,60.0,4.54,4.6,2.81,6,-713.4591563585659,3,1
997,0.54,5-Ideal,6-E,6-VVS2,62.2,54.0,5.23,5.26,3.26,5,2695.5111529539886,4,5
998,0.9,2-Good,1-J,2-SI2,63.9,56.0,6.17,6.1,3.92,0,3633.7361132127567,1,1
999,1.0,4-Premium,4-G,2-SI2,62.9,60.0,6.35,6.3,3.98,3,4540.924533549771,3,1
1000,1.03,3-Very Good,4-G,3-SI1,62.6,56.0,6.41,6.44,4.02,3,5301.289344642146,2,2
1001,0.53,3-Very Good,5-F,3-SI1,62.5,57.0,5.19,5.24,3.26,4,1126.0232969657445,2,2
1002,0.4,5-Ideal,4-G,7-VVS1,62.0,55.0,4.74,4.78,2.95,3,2026.8089213192957,4,6
1003,0.64,4-Premium,3-H,3-SI1,60.0,59.0,5.63,5.57,3.36,2,2222.9396722015863,3,2
1004,0.35,3-Very Good,3-H,4-VS2,60.1,56.0,4.61,4.64,2.78,2,278.31976394576486,2,3
1005,0.9,4-Premium,3-H,2-SI2,59.5,60.0,6.32,6.29,3.75,2,3944.9076107888664,3,1
1006,1.09,2-Good,3-H,3-SI1,63.2,57.0,6.54,6.57,4.14,2,5760.737442959962,1,2
1007,0.73,5-Ideal,2-I,3-SI1,61.7,55.0,5.78,5.82,3.58,1,2855.535183755379,4,2
1008,0.9,3-Very Good,5-F,4-VS2,63.1,59.0,6.13,6.05,3.84,4,4666.729319118225,2,3
1009,1.06,5-Ideal,2-I,2-SI2,61.9,59.0,6.47,6.52,4.02,1,5113.525903713446,4,1
1010,0.7,4-Premium,5-F,4-VS2,60.6,58.0,5.8,5.72,3.49,4,3170.5960555106712,3,3
1011,1.01,3-Very Good,3-H,3-SI1,61.8,61.0,6.4,6.47,3.98,2,5190.572455478405,2,2
1012,0.96,4-Premium,4-G,2-SI2,59.3,58.0,6.49,6.43,3.83,3,4460.932345029611,3,1
1013,0.49,3-Very Good,3-H,6-VVS2,62.3,57.0,5.02,5.05,3.14,2,2270.2052607469464,2,5
1014,1.06,5-Ideal,2-I,7-VVS1,60.2,57.0,6.62,6.66,4.0,1,7674.7926800060195,4,6
1015,0.54,2-Good,7-D,3-SI1,63.7,57.0,5.22,5.14,3.3,6,1124.805105624686,1,2
1016,0.52,3-Very Good,6-E,2-SI2,62.6,58.0,5.11,5.14,3.21,5,547.096169940773,2,1
1017,0.41,5-Ideal,6-E,5-VS1,62.1,56.0,4.78,4.75,2.96,5,1126.9670343897246,4,4
1018,0.5,2-Good,6-E,6-VVS2,61.6,62.0,5.04,5.09,3.12,5,2403.3565797228434,1,5
1019,1.06,5-Ideal,2-I,2-SI2,62.7,58.0,6.48,6.5,4.07,1,5056.949267790516,4,1
1020,0.44,5-Ideal,6-E,3-SI1,61.1,56.0,4.92,4.9,3.0,5,472.2115469408518,4,2
1021,0.73,5-Ideal,5-F,5-VS1,62.6,56.0,5.73,5.71,3.58,4,3768.3030383246246,4,4
1022,0.56,5-Ideal,7-D,4-VS2,61.9,57.0,5.26,5.3,3.27,6,1907.6043465292178,4,3
1023,0.42,3-Very Good,7-D,2-SI2,63.1,56.0,4.8,4.74,3.01,6,-324.7318529444119,2,1
1024,0.81,3-Very Good,5-F,6-VVS2,63.1,56.0,5.99,5.9,3.75,4,4890.325026210749,2,5
1025,0.72,5-Ideal,2-I,4-VS2,61.8,56.0,5.72,5.77,3.56,1,3253.0246267129487,4,3
1026,0.41,5-Ideal,7-D,4-VS2,62.4,55.0,4.76,4.79,2.98,6,617.5425109273565,4,3
1027,1.01,3-Very Good,2-I,3-SI1,63.3,59.0,6.26,6.22,3.95,1,5084.491263122913,2,2
1028,1.13,5-Ideal,6-E,1-I1,62.0,55.0,6.66,6.7,4.14,5,5203.772877035153,4,0
1029,1.53,4-Premium,5-F,4-VS2,58.5,60.0,7.62,7.56,4.44,4,10261.791015905195,3,3
1030,0.72,5-Ideal,3-H,7-VVS1,62.5,57.0,5.7,5.73,3.57,2,4668.144925254197,4,6
1031,0.7,3-Very Good,6-E,2-SI2,59.5,56.0,5.79,5.81,3.45,5,2271.9723599221593,2,1
1032,1.09,3-Very Good,4-G,4-VS2,60.9,56.0,6.67,6.7,4.07,3,6411.603556229655,2,3
1033,1.22,3-Very Good,2-I,5-VS1,61.6,60.0,6.86,6.8,4.21,1,7937.715197851718,2,4
1034,0.31,5-Ideal,7-D,5-VS1,60.5,55.0,4.43,4.39,2.67,6,403.6526808022286,4,4
1035,0.42,5-Ideal,4-G,8-IF,62.7,56.0,4.76,4.77,2.99,3,2632.8061749646736,4,7
1036,0.3,4-Premium,5-F,4-VS2,60.7,58.0,4.35,4.32,2.63,4,-182.34652571310835,3,3
1037,1.31,4-Premium,1-J,3-SI1,60.7,58.0,7.11,7.06,4.3,0,7777.768206172494,3,2
1038,1.01,2-Good,5-F,2-SI2,64.3,59.0,6.33,6.26,4.05,4,4525.562183227981,1,1
