,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted,cut_n,clarity_n
773,0.7,3-Very Good,7-D,3-SI1,59.4,63.0,5.76,5.78,3.43,6,3458.8889390942427,2,2
774,0.3,3-Very Good,3-H,5-VS1,63.3,56.0,4.3,4.26,2.71,2,-445.89914263903484,2,4
775,0.5,2-Good,6-E,2-SI2,58.2,59.0,5.24,5.27,3.06,5,916.450435547853,1,1
776,0.9,1-Fair,5-F,2-SI2,65.7,63.0,6.01,5.96,3.93,4,3704.1354921211228,0,1
777,0.7,4-Premium,7-D,2-SI2,60.6,58.0,5.75,5.7,3.47,6,2858.1506840055868,3,1
778,0.34,4-Premium,7-D,2-SI2,60.6,60.0,4.53,4.48,2.73,6,-293.9729270254802,3,1
779,1.0,5-Ideal,4-G,6-VVS2,60.8,57.0,6.45,6.47,3.93,3,6670.3847775155045,4,5
780,0.42,5-Ideal,4-G,7-VVS1,62.0,56.0,4.81,4.84,2.99,3,2065.634011594528,4,6
781,0.34,3-Very Good,3-H,6-VVS2,63.0,55.0,4.44,4.48,2.81,2,457.424701350174,2,5
782,1.16,5-Ideal,4-G,2-SI2,61.9,56.0,6.77,6.73,4.18,3,5864.271541128581,4,1
783,0.56,4-Premium,4-G,5-VS1,61.2,60.0,5.3,5.26,3.23,3,2259.406880393926,3,4
784,0.34,4-Premium,6-E,3-SI1,61.9,59.0,4.48,4.44,2.76,5,-143.1849171720919,3,2
785,0.31,5-Ideal,6-E,7-VVS1,61.7,56.0,4.33,4.36,2.68,5,1753.5448108731512,4,6
786,0.31,5-Ideal,5-F,7-VVS1,61.1,56.0,4.37,4.4,2.68,4,1467.7236105602128,4,6
787,0.52,4-Premium,4-G,4-VS2,61.7,58.0,5.16,5.14,3.18,3,1345.4940657645661,3,3
788,1.04,3-Very Good,2-I,4-VS2,61.9,58.0,6.47,6.55,4.03,1,5252.796308813622,2,3
789,0.5,3-Very Good,6-E,5-VS1,62.7,56.0,5.09,5.12,3.2,5,2289.8118898877324,2,4
790,1.31,4-Premium,1-J,4-VS2,62.0,59.0,7.04,6.97,4.34,0,7294.006419533458,3,3
791,1.0,3-Very Good,6-E,3-SI1,59.6,60.0,6.43,6.48,3.85,5,5757.4815320799225,2,2
792,0.32,3-Very Good,4-G,4-VS2,62.6,58.0,4.37,4.39,2.74,3,-453.3360860222583,2,3
793,0.7,3-Very Good,2-I,4-VS2,62.2,59.0,5.64,5.71,3.53,1,2259.907220212944,2,3
794,0.3,5-Ideal,5-F,7-VVS1,61.9,54.0,4.35,4.37,2.7,4,1337.808738804304,4,6
795,0.76,5-Ideal,1-J,3-SI1,62.9,54.0,5.82,5.85,3.67,0,1893.4072146631202,4,2
796,0.51,3-Very Good,4-G,6-VVS2,63.5,55.0,5.09,5.05,3.22,3,2237.0432033034126,2,5
797,1.01,3-Very Good,5-F,4-VS2,63.5,58.0,6.35,6.32,4.02,4,5858.171912806665,2,3
798,0.71,5-Ideal,3-H,5-VS1,61.7,55.0,5.73,5.75,3.54,2,3228.731179489771,4,4
799,1.03,5-Ideal,7-D,3-SI1,62.4,57.0,6.47,6.44,4.03,6,6189.501022937131,4,2
800,0.84,3-Very Good,5-F,6-VVS2,60.4,62.0,6.1,6.15,3.7,4,5608.207003904277,2,5
801,0.76,4-Premium,6-E,2-SI2,60.8,57.0,5.89,5.85,3.57,5,3055.3275363038924,3,1
802,1.03,4-Premium,1-J,5-VS1,61.8,58.0,6.51,6.41,3.99,0,5390.148123952755,3,4
803,0.54,5-Ideal,6-E,3-SI1,61.3,56.0,5.22,5.25,3.21,5,1639.7617786545075,4,2
804,0.46,5-Ideal,6-E,5-VS1,60.3,56.0,5.02,5.06,3.04,5,2066.6435807883067,4,4
805,1.04,5-Ideal,3-H,2-SI2,62.0,57.0,6.53,6.43,4.02,2,4490.681073231428,4,1
806,0.3,5-Ideal,7-D,4-VS2,61.5,55.0,4.35,4.3,2.66,6,382.549610808122,4,3
807,1.14,5-Ideal,3-H,4-VS2,61.1,57.0,6.71,6.78,4.12,2,6488.330195560686,4,3
808,0.32,4-Premium,7-D,4-VS2,58.8,59.0,4.52,4.49,2.65,6,700.618692840766,3,3
809,1.0,4-Premium,3-H,3-SI1,61.5,58.0,6.37,6.45,3.94,2,4704.1219742983285,3,2
810,0.32,4-Premium,2-I,7-VVS1,60.1,61.0,4.45,4.4,2.66,1,655.4631162561036,3,6
811,0.41,2-Good,5-F,1-I1,63.8,57.0,4.72,4.69,3.0,4,-1022.8641886152659,1,0
812,0.32,5-Ideal,2-I,7-VVS1,61.7,55.0,4.39,4.4,2.71,1,570.7513511349011,4,6
813,0.9,5-Ideal,4-G,5-VS1,61.6,55.0,6.27,6.23,3.85,3,5215.234571754076,4,4
814,0.7,4-Premium,5-F,3-SI1,59.4,60.0,5.77,5.74,3.42,4,2823.712714627464,3,2
815,0.3,3-Very Good,7-D,3-SI1,58.8,57.0,4.4,4.44,2.6,6,-11.703716797602738,2,2
816,0.31,4-Premium,3-H,7-VVS1,61.9,58.0,4.34,4.32,2.68,2,790.1915035328325,3,6
817,0.71,4-Premium,7-D,3-SI1,61.3,58.0,5.73,5.75,3.52,6,3445.852707208122,3,2
818,0.7,3-Very Good,6-E,2-SI2,62.0,60.0,5.67,5.72,3.53,5,2466.439777291144,2,1
819,0.32,5-Ideal,4-G,7-VVS1,61.7,56.0,4.37,4.41,2.71,3,1205.92757560168,4,6
820,0.91,4-Premium,5-F,2-SI2,60.8,59.0,6.28,6.25,3.81,4,4051.1242620001144,3,1
821,0.91,5-Ideal,6-E,3-SI1,61.2,58.0,6.24,6.3,3.84,5,4884.7388642009555,4,2
822,1.5,4-Premium,6-E,5-VS1,62.5,58.0,7.28,7.21,4.53,5,11056.299780058622,3,4
823,0.9,5-Ideal,3-H,2-SI2,62.1,55.0,6.17,6.2,3.84,2,3259.5607391770504,4,1
824,0.77,3-Very Good,7-D,3-SI1,62.1,58.0,5.84,5.89,3.64,6,3928.850759819365,2,2
825,0.43,4-Premium,5-F,4-VS2,61.0,57.0,4.87,4.84,2.96,4,912.112672480715,3,3
826,0.32,5-Ideal,2-I,6-VVS2,62.0,54.9,4.36,4.39,2.71,1,17.663463926921395,4,5
827,0.6,5-Ideal,4-G,6-VVS2,61.4,59.0,5.37,5.41,3.31,3,3136.2582977827583,4,5
828,1.72,2-Good,1-J,2-SI2,63.2,57.0,7.56,7.6,4.79,0,9745.98229020465,1,1
829,0.32,4-Premium,1-J,5-VS1,61.9,58.0,4.39,4.33,2.7,0,-831.8345942341466,3,4
830,1.23,5-Ideal,1-J,3-SI1,63.1,58.0,6.8,6.74,4.27,0,5998.090736202417,4,2
831,1.67,5-Ideal,3-H,3-SI1,61.6,55.0,7.68,7.62,4.71,2,10565.27976506385,4,2
832,0.4,2-Good,6-E,3-SI1,63.5,55.0,4.67,4.71,2.98,5,297.45725287854975,1,2
833,0.41,5-Ideal,5-F,5-VS1,60.6,57.0,4.84,4.79,2.92,4,1295.377066618155,4,4
834,1.24,2-Good,4-G,4-VS2,61.3,57.0,6.78,6.88,4.19,3,7670.919229106999,1,3
835,0.41,3-Very Good,3-H,4-VS2,60.0,57.0,4.92,4.88,2.94,2,154.76332282407293,2,3
836,0.32,3-Very Good,2-I,4-VS2,63.0,55.0,4.34,4.39,2.75,1,-1109.6902517693377,2,3
837,0.37,3-Very Good,6-E,4-VS2,61.8,59.0,4.56,4.6,2.83,5,661.9909669816584,2,3
838,1.01,2-Good,5-F,4-VS2,60.6,62.0,6.52,6.49,3.94,4,6011.7119870888455,1,3
839,1.18,5-Ideal,5-F,7-VVS1,61.5,55.6,6.79,6.83,4.19,4,9064.177729271654,4,6
840,0.32,2-Good,5-F,3-SI1,63.2,55.0,4.37,4.4,2.77,4,-704.7193169570737,1,2
841,0.75,5-Ideal,2-I,5-VS1,61.1,59.0,5.85,5.87,3.58,1,3293.1459359580626,4,4
842,0.3,3-Very Good,4-G,6-VVS2,61.6,56.0,4.27,4.3,2.64,3,498.899651283386,2,5
843,0.7,3-Very Good,7-D,5-VS1,61.6,58.0,5.67,5.73,3.51,6,4416.819124548096,2,4
844,1.06,3-Very Good,2-I,5-VS1,58.5,58.3,6.66,6.79,3.94,1,6145.1312193345475,2,4
845,1.08,4-Premium,6-E,2-SI2,60.8,59.0,6.57,6.62,4.01,5,5857.2151905537285,3,1
846,0.26,5-Ideal,4-G,8-IF,61.7,54.0,4.15,4.18,2.57,3,1217.7780716775892,4,7
847,0.3,3-Very Good,3-H,7-VVS1,63.3,59.0,4.28,4.22,2.69,2,628.5097198564731,2,6
848,0.72,5-Ideal,5-F,2-SI2,61.9,54.0,5.83,5.73,3.57,4,2329.264128768446,4,1
849,0.38,5-Ideal,7-D,5-VS1,62.2,57.0,4.66,4.63,2.89,6,1583.1645583778086,4,4
850,0.81,4-Premium,5-F,3-SI1,61.9,58.0,5.99,5.96,3.7,4,3654.4994627739675,3,2
851,1.47,3-Very Good,3-H,2-SI2,59.1,56.0,7.46,7.51,4.42,2,8409.257682911824,2,1
852,1.01,2-Good,5-F,2-SI2,62.5,59.0,6.31,6.37,3.96,4,4836.7079035119095,1,1
853,1.24,1-Fair,4-G,2-SI2,65.7,57.0,6.72,6.68,4.4,3,6363.553012528184,0,1
854,0.72,3-Very Good,4-G,2-SI2,62.5,56.0,5.68,5.71,3.56,3,1979.9091046146054,2,1
855,0.51,5-Ideal,5-F,5-VS1,60.4,56.0,5.18,5.21,3.14,4,2181.555929211379,4,4
856,0.33,5-Ideal,1-J,7-VVS1,62.1,54.0,4.45,4.47,2.77,0,319.5442868165187,4,6
857,2.03,5-Ideal,4-G,3-SI1,60.0,55.8,8.17,8.3,4.95,3,14119.703253449503,4,2
858,0.39,3-Very Good,1-J,7-VVS1,57.8,59.0,4.85,4.9,2.82,0,1072.5610907515952,2,6
859,0.3,3-Very Good,4-G,4-VS2,60.8,61.0,4.31,4.34,2.63,3,-533.15332865152,2,3
860,0.55,5-Ideal,7-D,4-VS2,58.5,58.0,5.42,5.39,3.16,6,2730.3589002930617,4,3
861,1.0,4-Premium,6-E,1-I1,62.3,58.0,6.38,6.33,3.96,5,4540.121565942387,3,0
862,2.0,2-Good,2-I,4-VS2,63.6,60.0,8.03,7.95,5.08,1,13568.453021121853,1,3
863,1.0,2-Good,7-D,3-SI1,63.8,53.0,6.35,6.4,4.07,6,5852.701260870157,1,2
864,0.32,5-Ideal,1-J,5-VS1,62.0,54.7,4.39,4.42,2.73,0,-837.1290795542218,4,4
865,0.4,4-Premium,4-G,5-VS1,60.7,58.0,4.81,4.78,2.91,3,884.935479869383,3,4
866,1.01,2-Good,7-D,3-SI1,64.1,60.0,6.3,6.27,4.03,6,5924.376794105239,1,2
867,0.3,3-Very Good,3-H,3-SI1,63.0,54.0,4.27,4.3,2.7,2,-1504.4245491743172,2,2
868,0.7,3-Very Good,3-H,3-SI1,58.5,65.0,5.81,5.84,3.41,2,2236.1868580413607,2,2
869,0.71,3-Very Good,6-E,7-VVS1,62.8,59.0,5.66,5.71,3.57,5,5197.66504016462,2,6
870,0.83,5-Ideal,6-E,3-SI1,61.5,55.0,6.05,6.08,3.73,5,4168.38349467827,4,2
871,0.31,5-Ideal,2-I,7-VVS1,62.1,56.0,4.38,4.35,2.71,1,462.01442065929314,4,6
872,0.71,4-Premium,6-E,4-VS2,62.1,59.0,5.68,5.72,3.54,5,3623.113143661885,3,3
873,0.91,3-Very Good,3-H,5-VS1,62.7,63.0,6.1,6.03,3.8,2,4926.966110195168,2,4
874,0.9,4-Premium,4-G,4-VS2,62.0,60.0,6.19,6.14,3.82,3,4656.852199226021,3,3
875,0.41,4-Premium,4-G,5-VS1,61.9,60.0,4.76,4.7,2.93,3,908.9606452237881,3,4
876,0.41,4-Premium,5-F,6-VVS2,60.1,59.0,4.79,4.82,2.89,4,1859.0539244662846,3,5
877,0.7,3-Very Good,5-F,3-SI1,59.2,60.0,5.77,5.79,3.42,4,2834.3016852676133,2,2
878,1.02,5-Ideal,2-I,4-VS2,62.7,56.0,6.37,6.43,4.01,1,5035.322447862405,4,3
879,0.71,5-Ideal,4-G,2-SI2,61.5,55.0,5.74,5.78,3.54,3,1945.2949686200486,4,1
880,0.51,5-Ideal,7-D,4-VS2,62.7,55.0,5.12,5.09,3.2,6,2157.754560068675,4,3
881,1.03,5-Ideal,4-G,6-VVS2,61.6,56.0,6.48,6.5,4.0,3,6890.705862540826,4,5
882,0.9,3-Very Good,4-G,7-VVS1,62.3,58.0,6.14,6.21,3.85,3,6252.582037009057,2,6
883,0.3,5-Ideal,7-D,4-VS2,61.1,56.0,4.36,4.32,2.65,6,403.7275520884227,4,3
884,1.05,3-Very Good,4-G,4-VS2,61.7,55.0,6.5,6.56,4.03,3,5986.120493115859,2,3
885,1.3,5-Ideal,3-H,6-VVS2,61.5,55.0,7.07,7.03,4.34,2,8942.504943900813,4,5
886,0.36,5-Ideal,4-G,7-VVS1,62.8,57.0,4.55,4.52,2.85,3,1497.924193862083,4,6
887,0.51,3-Very Good,4-G,7-VVS1,62.9,57.0,5.08,5.12,3.21,3,2806.0145464716184,2,6
888,1.08,3-Very Good,1-J,2-SI2,63.2,59.0,6.57,6.4,4.1,0,4142.206981704978,2,1
889,2.2,4-Premium,2-I,4-VS2,62.0,57.0,8.38,8.34,5.18,1,15404.344570149207,3,3
890,0.3,5-Ideal,5-F,8-IF,62.1,57.0,4.29,4.31,2.67,4,1864.424199411908,4,7
891,0.3,3-Very Good,6-E,6-VVS2,62.9,55.0,4.25,4.27,2.68,5,1065.247566589188,2,5
892,1.46,4-Premium,7-D,2-SI2,62.0,55.0,7.32,7.23,4.51,6,9438.511068367896,3,1
893,0.54,5-Ideal,4-G,5-VS1,60.1,57.0,5.29,5.31,3.18,3,2142.5282405241383,4,4
894,0.58,3-Very Good,6-E,3-SI1,59.6,57.0,5.41,5.42,3.23,5,2080.003985877013,2,2
895,2.01,4-Premium,2-I,3-SI1,61.3,60.0,8.09,8.05,4.95,1,13240.580741431135,3,2
896,0.43,3-Very Good,7-D,3-SI1,62.9,56.0,4.78,4.83,3.02,6,909.4892446183117,2,2
897,2.3,5-Ideal,3-H,2-SI2,61.6,56.0,8.48,8.52,5.24,2,15544.29165312046,4,1
898,0.91,4-Premium,2-I,5-VS1,61.9,57.0,6.24,6.19,3.85,1,4651.733880522379,3,4
899,0.4,5-Ideal,5-F,2-SI2,62.0,57.0,4.7,4.72,2.92,4,-477.91801080146615,4,1
900,1.0,5-Ideal,6-E,3-SI1,61.6,57.0,6.37,6.45,3.95,5,5651.591825678421,4,2
901,0.41,4-Premium,4-G,4-VS2,61.9,59.0,4.77,4.73,2.94,3,371.75621397603436,3,3
902,0.35,5-Ideal,3-H,7-VVS1,60.5,57.0,4.58,4.59,2.77,2,1214.5502547951141,4,6
903,1.1,3-Very Good,4-G,8-IF,60.5,55.0,6.77,6.71,4.08,3,8636.266987924313,2,7
904,0.3,4-Premium,4-G,3-SI1,62.5,61.0,4.29,4.26,2.67,3,-1160.3640103405519,3,2
905,0.31,5-Ideal,4-G,6-VVS2,60.8,56.0,4.41,4.44,2.69,3,628.8145230392947,4,5
906,0.94,4-Premium,5-F,2-SI2,62.4,58.0,6.23,6.17,3.87,4,4229.089464464832,3,1
907,0.72,2-Good,4-G,2-SI2,63.7,59.0,5.74,5.65,3.63,3,1916.3752807737033,1,1
908,0.7,3-Very Good,5-F,3-SI1,60.6,60.0,5.71,5.75,3.47,4,2760.1788907865616,2,2
909,0.24,5-Ideal,3-H,4-VS2,61.1,56.0,3.99,4.03,2.45,2,-1391.9788320169798,4,3
910,0.57,3-Very Good,6-E,4-VS2,59.5,56.0,5.45,5.47,3.25,5,2534.943913249536,2,3
911,0.71,4-Premium,2-I,3-SI1,61.7,56.0,5.73,5.71,3.53,1,1836.7342047608731,3,2
912,0.79,5-Ideal,3-H,6-VVS2,62.0,55.9,5.88,5.95,3.67,2,4450.524068339759,4,5
913,0.3,4-Premium,4-G,5-VS1,59.6,59.0,4.38,4.34,2.6,3,67.58492643713544,3,4
914,0.52,4-Premium,6-E,4-VS2,61.6,59.0,5.16,5.14,3.17,5,1985.9647755514202,3,3
915,1.22,3-Very Good,5-F,6-VVS2,60.7,62.0,6.81,6.84,4.14,4,8919.565137365733,2,5
916,1.0,2-Good,7-D,3-SI1,64.9,53.0,6.27,6.3,4.08,6,5794.46192234933,1,2
917,0.3,2-Good,3-H,7-VVS1,63.4,57.0,4.27,4.31,2.72,2,623.2152345363979,1,6
918,0.3,2-Good,6-E,4-VS2,64.2,57.0,4.24,4.13,2.69,5,-77.9896050672969,1,3
919,0.51,4-Premium,6-E,4-VS2,60.5,56.0,5.24,5.18,3.15,5,1956.6451248769395,3,3
920,1.22,5-Ideal,3-H,6-VVS2,62.7,54.0,6.77,6.83,4.27,2,8178.49920649745,4,5
921,0.56,5-Ideal,7-D,4-VS2,61.2,56.0,5.3,5.35,3.26,6,2674.9667858463404,4,3
922,0.53,5-Ideal,6-E,4-VS2,61.4,56.0,5.18,5.25,3.2,5,2084.1127353868783,4,3
923,0.58,5-Ideal,6-E,4-VS2,61.8,57.0,5.32,5.36,3.3,5,2500.7297400831135,4,3
924,0.73,4-Premium,2-I,5-VS1,61.2,59.0,5.84,5.82,3.57,1,3112.733472247372,3,4
925,1.13,5-Ideal,5-F,1-I1,62.2,55.0,6.68,6.63,4.14,4,5366.094798568069,4,0
926,0.7,3-Very Good,5-F,5-VS1,60.5,57.0,5.77,5.8,3.5,4,3839.8822386021443,2,4
927,0.59,5-Ideal,7-D,8-IF,60.7,58.0,5.45,5.49,3.32,6,5112.933905023652,4,7
928,0.5,5-Ideal,4-G,7-VVS1,62.2,55.0,5.09,5.11,3.17,3,2755.516954516837,4,6
929,1.07,3-Very Good,4-G,6-VVS2,62.8,57.0,6.46,6.56,4.09,3,7177.407995481153,2,5
930,0.42,5-Ideal,4-G,6-VVS2,62.1,57.0,4.8,4.77,2.97,3,1523.1350950266983,4,5
931,0.27,5-Ideal,4-G,5-VS1,62.3,53.0,4.16,4.19,2.6,3,-338.0431447908163,4,4
932,1.51,4-Premium,3-H,5-VS1,61.0,60.0,7.29,7.34,4.46,2,10270.51171235489,3,4
933,1.33,4-Premium,4-G,2-SI2,59.2,62.0,7.22,7.16,4.26,3,7495.725461090837,3,1
934,0.53,5-Ideal,4-G,7-VVS1,61.4,57.0,5.18,5.21,3.19,3,3060.5498046633616,4,6
935,0.43,5-Ideal,5-F,6-VVS2,61.9,56.0,4.84,4.82,2.99,4,1938.8711670955458,4,5
936,0.4,4-Premium,4-G,5-VS1,61.3,60.0,4.71,4.66,2.87,3,853.1685679489324,3,4
937,0.9,3-Very Good,5-F,2-SI2,62.0,59.0,6.2,6.1,3.81,4,3900.0314489639045,2,1
938,2.07,1-Fair,7-D,2-SI2,64.5,60.0,7.99,7.88,5.12,6,14647.247276279768,0,1
939,1.51,4-Premium,4-G,4-VS2,59.2,61.0,7.48,7.44,4.42,3,10146.196129101878,3,3
940,0.32,5-Ideal,5-F,3-SI1,61.6,55.0,4.41,4.45,2.73,4,-620.0075518358713,4,2
941,0.5,4-Premium,6-E,3-SI1,62.3,60.0,5.16,5.08,3.19,5,1236.5809686725256,3,2
942,0.9,2-Good,4-G,5-VS1,61.0,62.0,6.16,6.24,3.78,3,5247.001483674527,1,4
943,0.71,1-Fair,7-D,3-SI1,66.3,56.0,5.61,5.49,3.68,6,3181.1284412043638,0,2
944,1.21,2-Good,3-H,3-SI1,63.8,64.0,6.72,6.63,4.26,2,6421.087585038054,1,2
945,0.32,4-Premium,6-E,3-SI1,62.2,58.0,4.39,4.36,2.72,5,-334.18635152293336,3,2
946,0.7,3-Very Good,5-F,4-VS2,61.7,63.0,5.61,5.64,3.47,4,3239.1439835134884,2,3
947,0.42,5-Ideal,6-E,5-VS1,61.6,57.0,4.8,4.84,2.97,5,1647.5793148460994,4,4
948,0.92,3-Very Good,4-G,2-SI2,59.4,62.0,6.34,6.36,3.77,3,3895.2179334430834,2,1
949,1.0,4-Premium,3-H,2-SI2,60.0,62.0,6.53,6.51,3.91,2,4246.3348228517025,3,1
950,1.09,5-Ideal,2-I,4-VS2,61.8,57.0,6.55,6.59,4.06,1,5695.885740110234,4,3
951,0.56,4-Premium,2-I,7-VVS1,60.6,59.0,5.29,5.33,3.22,1,2730.4064303431055,3,6
952,1.01,1-Fair,6-E,4-VS2,66.6,55.0,6.27,6.2,4.15,5,6011.630980117725,0,3
953,2.02,4-Premium,1-J,4-VS2,62.0,59.0,8.06,8.08,5.0,0,13510.694652400283,3,3
954,0.3,3-Very Good,6-E,2-SI2,58.8,60.0,4.39,4.42,2.59,5,-866.4962602787459,2,1
955,1.03,3-Very Good,7-D,2-SI2,61.3,61.0,6.46,6.49,3.97,6,5710.535930210204,2,1
956,0.62,4-Premium,4-G,4-VS2,61.1,59.0,5.56,5.5,3.38,3,2252.850869638091,3,3
957,0.83,2-Good,1-J,3-SI1,63.8,58.0,5.97,5.95,3.8,0,2458.669771149595,1,2
958,0.9,4-Premium,5-F,2-SI2,58.9,59.0,6.31,6.26,3.7,4,4064.1604938862342,3,1
959,2.04,3-Very Good,2-I,3-SI1,63.1,58.0,8.06,7.99,5.06,1,13407.956973255707,2,2
960,0.9,2-Good,7-D,2-SI2,63.8,58.0,6.13,6.09,3.9,6,4439.90693766933,1,1
961,1.11,5-Ideal,3-H,3-SI1,61.6,56.0,6.69,6.73,4.07,2,5661.976370126635,4,2
962,0.51,5-Ideal,5-F,7-VVS1,61.4,56.0,5.15,5.17,3.17,4,3203.0199385061355,4,6
963,0.28,2-Good,5-F,6-VVS2,64.9,57.0,4.13,4.16,2.69,4,466.6517695636803,1,5
964,0.52,3-Very Good,6-E,4-VS2,62.5,56.0,5.15,5.18,3.23,5,1938.3144076707435,2,3
965,1.2,5-Ideal,5-F,4-VS2,62.3,56.0,6.82,6.79,4.24,4,7585.326531358407,4,3
966,0.29,5-Ideal,5-F,4-VS2,61.6,56.0,4.28,4.32,2.65,4,-345.4800881740398,4,3
967,1.52,3-Very Good,2-I,4-VS2,63.3,61.0,7.27,7.23,4.59,1,9381.504995707324,2,3
968,1.01,2-Good,7-D,3-SI1,63.1,60.0,6.32,6.39,4.01,6,5977.321647305991,1,2
969,1.2,5-Ideal,5-F,3-SI1,61.5,53.0,6.87,6.9,4.24,4,7090.477982671255,4,2
970,0.5,5-Ideal,5-F,6-VVS2,62.2,54.0,5.07,5.12,3.17,4,2535.9006355024726,4,5
971,0.35,5-Ideal,6-E,4-VS2,61.6,56.0,4.54,4.52,2.79,5,497.4619592311942,4,3
972,0.53,5-Ideal,6-E,4-VS2,61.5,56.0,5.18,5.23,3.2,5,2078.818250066803,4,3
973,0.55,5-Ideal,5-F,4-VS2,60.9,57.0,5.3,5.34,3.24,4,1968.1150281444793,4,3
974,2.07,5-Ideal,1-J,6-VVS2,62.7,54.0,8.17,8.12,5.11,0,14985.837063631798,4,5
975,2.01,4-Premium,6-E,2-SI2,58.7,54.0,8.27,8.2,4.83,5,14111.385377438894,3,1
976,0.3,3-Very Good,7-D,2-SI2,61.8,58.0,4.29,4.32,2.66,6,-707.742707647611,2,1
977,0.74,5-Ideal,4-G,6-VVS2,60.9,58.0,5.85,5.88,3.57,3,4388.556573117437,4,5
978,1.02,3-Very Good,4-G,3-SI1,63.0,55.0,6.4,6.45,4.05,3,5117.410785121205,2,2
979,2.0,4-Premium,2-I,5-VS1,61.1,58.0,8.08,8.11,4.95,1,14238.019585371485,3,4
980,1.51,4-Premium,1-J,6-VVS2,62.6,59.0,7.33,7.31,4.58,0,10087.828154014662,3,5
981,0.3,5-Ideal,5-F,3-SI1,60.6,57.0,4.34,4.37,2.64,4,-742.1806770257344,4,2
982,0.57,5-Ideal,6-E,5-VS1,61.0,56.0,5.38,5.4,3.29,5,2992.731064696162,4,4
983,2.15,5-Ideal,2-I,3-SI1,62.5,57.0,8.2,8.16,5.11,1,14402.872766324535,4,2
984,0.97,4-Premium,5-F,2-SI2,61.9,58.0,6.31,6.35,3.92,4,4518.23885865113,3,1
985,1.2,4-Premium,7-D,2-SI2,62.0,58.0,6.84,6.77,4.22,6,7161.977349289904,3,1
986,0.26,5-Ideal,4-G,3-SI1,62.2,54.0,4.11,4.12,2.56,3,-1494.7165111615564,4,2
987,1.51,4-Premium,4-G,4-VS2,62.5,59.0,7.34,7.28,4.57,3,9971.478113539397,3,3
988,0.31,5-Ideal,6-E,4-VS2,60.5,56.0,4.41,4.38,2.66,5,205.4653409707921,4,3
989,0.79,4-Premium,3-H,2-SI2,62.8,57.0,5.91,5.88,3.7,2,2259.3504607881428,3,1
990,0.77,4-Premium,4-G,2-SI2,61.2,58.0,5.99,5.96,3.64,3,2486.5323597521187,3,1
991,0.57,2-Good,5-F,5-VS1,60.0,61.0,5.35,5.38,3.22,4,2728.0878056635233,1,4
992,0.27,5-Ideal,4-G,6-VVS2,62.8,56.0,4.12,4.16,2.6,3,172.68885985656198,4,5
993,0.52,5-Ideal,4-G,6-VVS2,61.0,56.0,5.24,5.18,3.18,3,2456.9643255006,4,5
994,0.43,5-Ideal,4-G,8-IF,61.2,57.0,4.81,4.86,2.96,3,2732.75331459819,4,7
995,0.6,5-Ideal,4-G,6-VVS2,62.0,57.0,5.41,5.46,3.37,3,3104.491385862307,4,5
996,0.36,4-Premium,7-D,2-SI2,61.5,60.0,4.54,4.6,2.81,6,-166.5053165155423,3,1
997,0.54,5-Ideal,6-E,6-VVS2,62.2,54.0,5.23,5.26,3.26,5,3203.724704517092,4,5
998,0.9,2-Good,1-J,2-SI2,63.9,56.0,6.17,6.1,3.92,0,2529.0837789489183,1,1
999,1.0,4-Premium,4-G,2-SI2,62.9,60.0,6.35,6.3,3.98,3,4410.382860802911,3,1
1000,1.03,3-Very Good,4-G,3-SI1,62.6,56.0,6.41,6.44,4.02,3,5226.147715596813,2,2
1001,0.53,3-Very Good,5-F,3-SI1,62.5,57.0,5.19,5.24,3.26,4,1171.080853384908,2,2
1002,0.4,5-Ideal,4-G,7-VVS1,62.0,55.0,4.74,4.78,2.95,3,1890.5160332039145,4,6
1003,0.64,4-Premium,3-H,3-SI1,60.0,59.0,5.63,5.57,3.36,2,1631.4156430683893,3,2
1004,0.35,3-Very Good,3-H,4-VS2,60.1,56.0,4.61,4.64,2.78,2,-375.8850976678468,2,3
1005,0.9,4-Premium,3-H,2-SI2,59.5,60.0,6.32,6.29,3.75,2,3397.2173574990043,3,1
1006,1.09,2-Good,3-H,3-SI1,63.2,57.0,6.54,6.57,4.14,2,5402.146626614818,1,2
1007,0.73,5-Ideal,2-I,3-SI1,61.7,55.0,5.78,5.82,3.58,1,2011.8521831514886,4,2
1008,0.9,3-Very Good,5-F,4-VS2,63.1,59.0,6.13,6.05,3.84,4,4916.2009729385845,2,3
1009,1.06,5-Ideal,2-I,2-SI2,61.9,59.0,6.47,6.52,4.02,1,4353.50542470873,4,1
1010,0.7,4-Premium,5-F,4-VS2,60.6,58.0,5.8,5.72,3.49,4,3297.3833220343154,3,3
1011,1.01,3-Very Good,3-H,3-SI1,61.8,61.0,6.4,6.47,3.98,2,4775.797507533411,2,2
1012,0.96,4-Premium,4-G,2-SI2,59.3,58.0,6.49,6.43,3.83,3,4250.748375544388,3,1
1013,0.49,3-Very Good,3-H,6-VVS2,62.3,57.0,5.02,5.05,3.14,2,1807.8709365203108,2,5
1014,1.06,5-Ideal,2-I,7-VVS1,60.2,57.0,6.62,6.66,4.0,1,7129.533831388777,4,6
1015,0.54,2-Good,7-D,3-SI1,63.7,57.0,5.22,5.14,3.3,6,1830.2822432060916,1,2
1016,0.52,3-Very Good,6-E,2-SI2,62.6,58.0,5.11,5.14,3.21,5,858.6110598551604,2,1
