,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
887,0.51,Very Good,G,VVS1,62.9,57.0,5.08,5.12,3.21,1670.7196215524032
888,1.08,Very Good,J,SI2,63.2,59.0,6.57,6.4,4.1,5438.477522714818
889,2.2,Premium,I,VS2,62.0,57.0,8.38,8.34,5.18,15387.506892531772
890,0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,383.597202550779
891,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,379.5778500436163
892,1.46,Premium,D,SI2,62.0,55.0,7.32,7.23,4.51,8812.64173333198
893,0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18,1919.4959154131382
894,0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,2209.0887330529995
895,2.01,Premium,I,SI1,61.3,60.0,8.09,8.05,4.95,13814.88965098355
896,0.43,Very Good,D,SI1,62.9,56.0,4.78,4.83,3.02,1203.184058200965
897,2.3,Ideal,H,SI2,61.6,56.0,8.48,8.52,5.24,16512.53889926596
898,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,4410.929277354313
899,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,974.1230108848275
900,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,5497.4625428253
901,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,881.7967218610436
902,0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77,667.2990585124614
903,1.1,Very Good,G,IF,60.5,55.0,6.77,6.71,4.08,5900.809289791134
904,0.3,Premium,G,SI1,62.5,61.0,4.29,4.26,2.67,257.57129058508053
905,0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,455.7213472126664
906,0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,4669.608328298895
907,0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63,2774.223820151805
908,0.7,Very Good,F,SI1,60.6,60.0,5.71,5.75,3.47,3121.0090493691305
909,0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,187.89298156968925
910,0.57,Very Good,E,VS2,59.5,56.0,5.45,5.47,3.25,2094.5881475243905
911,0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,2986.236495570821
912,0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67,3809.8215468536064
913,0.3,Premium,G,VS1,59.6,59.0,4.38,4.34,2.6,306.04777939403994
914,0.52,Premium,E,VS2,61.6,59.0,5.16,5.14,3.17,1657.644325676596
915,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,7271.2315696946125
916,1.0,Good,D,SI1,64.9,53.0,6.27,6.3,4.08,5218.503966509522
917,0.3,Good,H,VVS1,63.4,57.0,4.27,4.31,2.72,370.76176976254646
918,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,40.69962058585406
919,0.51,Premium,E,VS2,60.5,56.0,5.24,5.18,3.15,1461.9612615700703
920,1.22,Ideal,H,VVS2,62.7,54.0,6.77,6.83,4.27,7179.531440844386
921,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,2089.652157394227
922,0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2,1941.7735886560042
923,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,2211.0226090303204
924,0.73,Premium,I,VS1,61.2,59.0,5.84,5.82,3.57,3111.237612080707
925,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,6174.643946587257
926,0.7,Very Good,F,VS1,60.5,57.0,5.77,5.8,3.5,3040.596774415805
927,0.59,Ideal,D,IF,60.7,58.0,5.45,5.49,3.32,2255.544402685807
928,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.11,3.17,1569.443156445399
929,1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,6056.093289487378
930,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,961.887357082068
931,0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,226.51864699288626
932,1.51,Premium,H,VS1,61.0,60.0,7.29,7.34,4.46,9755.251125218216
933,1.33,Premium,G,SI2,59.2,62.0,7.22,7.16,4.26,7914.716126521385
934,0.53,Ideal,G,VVS1,61.4,57.0,5.18,5.21,3.19,1854.5608860436516
935,0.43,Ideal,F,VVS2,61.9,56.0,4.84,4.82,2.99,1053.1888506500432
936,0.4,Premium,G,VS1,61.3,60.0,4.71,4.66,2.87,863.3297003206242
937,0.9,Very Good,F,SI2,62.0,59.0,6.2,6.1,3.81,4246.023108134194
938,2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,14048.494839330415
939,1.51,Premium,G,VS2,59.2,61.0,7.48,7.44,4.42,9537.290387868827
940,0.32,Ideal,F,SI1,61.6,55.0,4.41,4.45,2.73,529.3954613132701
941,0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,1273.395098300759
942,0.9,Good,G,VS1,61.0,62.0,6.16,6.24,3.78,4750.129146544376
943,0.71,Fair,D,SI1,66.3,56.0,5.61,5.49,3.68,2558.8302905954524
944,1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,6724.1465354255115
945,0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,371.36154874802196
946,0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47,3119.7755531085995
947,0.42,Ideal,E,VS1,61.6,57.0,4.8,4.84,2.97,1138.3236338340475
948,0.92,Very Good,G,SI2,59.4,62.0,6.34,6.36,3.77,4775.159123203632
949,1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91,5261.488128922549
950,1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,6129.913837586398
951,0.56,Premium,I,VVS1,60.6,59.0,5.29,5.33,3.22,2121.2762514551755
952,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,4974.096993404968
953,2.02,Premium,J,VS2,62.0,59.0,8.06,8.08,5.0,14008.173155929428
954,0.3,Very Good,E,SI2,58.8,60.0,4.39,4.42,2.59,493.6949144929649
955,1.03,Very Good,D,SI2,61.3,61.0,6.46,6.49,3.97,5631.349178064715
956,0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,2204.1786808921734
957,0.83,Good,J,SI1,63.8,58.0,5.97,5.95,3.8,3796.1001955064767
958,0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,4495.368461916298
959,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,13905.480431726512
960,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,4291.562140143998
961,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,6288.5475291371185
962,0.51,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17,1657.9611843141242
963,0.28,Good,F,VVS2,64.9,57.0,4.13,4.16,2.69,214.13894973909805
964,0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23,1704.4192444943137
965,1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,6775.720958023856
966,0.29,Ideal,F,VS2,61.6,56.0,4.28,4.32,2.65,360.7197503224422
967,1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59,9459.195509972085
968,1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,5505.496081285515
969,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,6914.9662093163915
970,0.5,Ideal,F,VVS2,62.2,54.0,5.07,5.12,3.17,1649.8530408513398
971,0.35,Ideal,E,VS2,61.6,56.0,4.54,4.52,2.79,574.0561318656726
972,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,1891.3632238697257
973,0.55,Ideal,F,VS2,60.9,57.0,5.3,5.34,3.24,1988.7619893732083
974,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,14170.18492561076
975,2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,13859.421392287913
976,0.3,Very Good,D,SI2,61.8,58.0,4.29,4.32,2.66,422.4104119041267
977,0.74,Ideal,G,VVS2,60.9,58.0,5.85,5.88,3.57,3337.767394981437
978,1.02,Very Good,G,SI1,63.0,55.0,6.4,6.45,4.05,5484.3772993006105
979,2.0,Premium,I,VS1,61.1,58.0,8.08,8.11,4.95,13890.822056800494
980,1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,9405.92985049071
981,0.3,Ideal,F,SI1,60.6,57.0,4.34,4.37,2.64,437.64062275823653
982,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,2056.936219976391
983,2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,15011.40691855046
984,0.97,Premium,F,SI2,61.9,58.0,6.31,6.35,3.92,5143.145787168049
985,1.2,Premium,D,SI2,62.0,58.0,6.84,6.77,4.22,6697.321945145191
986,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,139.62519356544544
987,1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,9316.319979265096
988,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,345.3143337344468
989,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,3509.754136201803
990,0.77,Premium,G,SI2,61.2,58.0,5.99,5.96,3.64,3366.4228699603723
991,0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,2184.589096930762
992,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,261.31250383906854
993,0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,1524.0382202377414
994,0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,1277.6407141224267
995,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,2325.1991642792464
996,0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,851.3825766386699
997,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,1850.2198938041881
998,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,4179.14186459112
999,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,5133.765428060383
1000,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,5575.294886329984
1001,0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,1807.3178934952214
1002,0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,974.120620337443
1003,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,2420.416633616346
1004,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,696.909890498752
1005,0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,4475.341523288283
1006,1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,5998.241608124861
1007,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,3263.2436911589034
1008,0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,4272.38957233268
1009,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,5920.025358081573
1010,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,2769.7562892116903
1011,1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,5527.142813260045
1012,0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,4867.5161312915225
1013,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,1549.3515604636927
1014,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,5886.078700409933
1015,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1520.9279482520867
1016,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,1741.2239728677705
1017,0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,877.3886817205037
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,1725.0846814921551
1019,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,5773.972507487859
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,1123.3045143320414
1021,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,3123.9984398663696
1022,0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,2060.4276224939254
1023,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,831.8397020618231
1024,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,3477.107637232428
1025,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,3227.146899603731
1026,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,1006.198059385452
1027,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,5324.270248401783
1028,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,6406.284925352038
1029,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,9631.905687673061
1030,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,3167.922845083769
1031,0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,3078.6373895971756
1032,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,6062.334604873919
1033,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,6937.1428963685985
1034,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,301.70678715458007
1035,0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,1045.080707187256
1036,0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,297.6203867463446
1037,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,7706.055976722983
1038,1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,5095.794251327468
1039,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,7208.335740369121
1040,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,15707.884162159535
1041,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,3315.2115824853963
1042,1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,5087.302201326084
1043,0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,1517.2254543824513
1044,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,13667.987210667907
1045,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,476.20163082774525
1046,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,5409.747828192653
1047,1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,7132.365443845909
1048,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,5134.538022232357
1049,0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,460.51568443918814
1050,2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,13658.403317309629
1051,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,688.1632486661429
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,883.2078144028396
1053,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,411.86638044372694
1054,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,399.8134894763498
1055,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,932.9102423708354
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,5403.835709639908
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,182.5431841948698
1058,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,9301.481232051086
1059,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,3628.7298097720222
1060,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,558.6223867609588
1061,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,5896.398473643875
1062,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1591.0898884199314
1063,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,534.64553407424
1064,0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,185.62235165707943
1065,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,10983.032127729424
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,1074.1711462854137
1067,1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,9516.725551602298
1068,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,450.0127629105273
1069,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,2545.515960310161
1070,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,4010.3627768622528
1071,1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,5461.509794721154
1072,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,5527.219808810001
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,1040.991916231636
1074,1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,5474.430714037712
1075,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,511.3147368588402
1076,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,5627.32982555755
1077,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,5356.4869498060525
1078,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,4362.529784095306
1079,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,484.9458821129688
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3748.2697621688394
1081,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,5580.408472741418
1082,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,5291.7969500782465
1083,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,421.5197122504612
1084,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,5128.582403200487
1085,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,3210.436157759363
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,580.3286095350693
1087,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,5016.553205828369
1088,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,1868.2359609049342
1089,1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,5789.702339814875
1090,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,3713.47351477527
1091,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,591.3383241787938
1092,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,13413.927291215961
1093,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,9393.49305298473
1094,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,6961.1121919538255
1095,0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,3215.5497441707994
1096,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,377.56697851634453
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1986.2977728588755
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,5632.827318507589
1099,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,5073.83582726952
1100,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,398.82741340489065
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,6662.844946936534
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,9540.308550101538
1103,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,5540.199285049262
1104,3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,24534.717668150875
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,829.7617826334733
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1972.8673421799394
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,9394.09522251759
1108,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,684.1438961589802
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1560.3126080741836
1110,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,1635.2896568837798
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,5469.154645547998
1112,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,2557.215663803042
1113,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,675.1961106231463
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,5370.16441521472
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,800.8640540195788
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,5453.5381376079
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,374.7835128170964
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,10961.83874074195
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,5922.383807310485
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,6197.202149630681
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,453.77991413385007
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,13760.15063215407
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,176.6821232227412
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,997.3843696517648
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,328.25840473582934
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,439.7185421865829
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1456.7598558423347
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,1299.7431816314047
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,784.2590794606363
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4363.621627452196
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,1784.1235826293544
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,1771.5115793894909
1133,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,5517.5640864558845
1134,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,540.6063196602172
1135,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,7108.46797725653
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,5461.1829884347435
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,1720.460325685997
1138,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,979.9680815364995
1139,0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,1747.6404939881977
1140,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,802.7284915484415
1141,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,4518.411172229644
1142,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,11217.20915200438
1143,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,454.09916331876275
1144,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,13774.98220772593
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2059.6526377745654
1146,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,968.6901752884788
1147,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,712.000838996604
1148,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,1156.7930459218492
1149,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,9119.859154432488
1150,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,583.441272068113
1151,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,7012.50624226418
1152,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,325.2897856538161
1153,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,8090.933754819767
1154,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,5280.801964178173
1155,0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,3176.602439015306
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,5110.568726647132
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,943.4179449942636
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1724.9094757582734
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1735.2013059348315
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,438.41560747759286
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1017.3494269328179
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,697.5021123827328
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,5504.875087666065
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,8280.555432608995
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,6885.888108414503
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,454.80710013704993
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,817.7783301145553
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,13882.363501869939
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,693.7325706120237
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,601.6844208414093
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,14627.482106913649
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,5581.531035162414
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,562.2478850806406
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,3088.7512380331254
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,9313.925201199225
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,4851.325396875948
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5302.760388236124
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,1048.7808105095078
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,5006.4290242842
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,11241.193561792596
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,3207.9719412450295
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,6745.860315301116
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,6005.765086805165
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,5854.1014188744875
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,5247.102341236261
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,5907.653217929281
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,9776.789699359939
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,2119.339984930472
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,111.10620493604392
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,4537.274438504924
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1796.3153504936533
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,412.11380063279876
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,943.2814586447324
